Username,Tweet,Retweet_Count,Favourite_Count,Date
=@x2fer2008,"@Istrayber the data in economic gains/stability of PH is questioned by many. Imagine if those POGOs will be totally gone.
They're already in panic mode due to low tourist arrivals because of Wuhan nCov, what more if they lose the income from POGOs.
Not to mention the kickbacks.",0,1,20 21 2020 02:21.PM
=@Sohailk44748483,"How in Taiwan,1000 km from Wuhan,on an island,a woman without travel for 2 years,got sick already on January 22?When the first case in Taiwan was January 28 .In this case,this virus must havea history of more than 1.5 months.Or it was launched in several places at once.#COVID_19 https://t.co/N78xzaPhJ7",0,0,20 20 2020 02:20.PM
=@toxicreverend,"@inannaannani4 Lets just say The rate it WAS spreading WAS based on 11 M people & now they are only 6 M people still there MAYBE they are not considering that & still 11 M base ?

5 million people left Wuhan China 
Business Insider, Jan 27, 2020
https://t.co/DRVnz3N7Ck",1,1,20 20 2020 02:20.PM
=@AdrianTateMusic,@officialmmw @begottensun Noo the person didn't come from Wuhan on the 28th. She travelled to Guangzhou on the 22nd of January from Wuhan and when the outbreak happened Wuhan got locked down and she couldn't go back. Stop spreading lies thank you!,0,0,20 20 2020 02:20.PM
=@ymcamomfmm,=@MattyMcClain Didn’t the evacuate students from Wuhan?,0,0,20 20 2020 02:20.PM
=@threeneetee,"@BioAnalystMD @KrutikaKuppalli #CoronaVirus #Wuhan ""In summary, viral nucleotide can be found in anal swab or blood even if it cannot be detected in oral swabs. It should be noted that although swabs may be negative, the patient might still be viremic."" #COVID19
 https://t.co/N5UYjK8U6q",0,0,20 20 2020 02:20.PM
=@SVWomanEngineer,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab https://t.co/WCeBo6IZ4b   That lab is badly managed by inexperienced and selfish people.,0,0,20 19 2020 02:19.PM
=@farhadkaiser2,Watch “Coronavirus Outbreak: Over 1000 Pakistan students stuck in Wuhan | WION News” on YouTube https://t.co/C8t6xDxhj3 https://t.co/wkgkU4xOaR,0,0,20 19 2020 02:19.PM
=@YungTseTech,"@stnvcs88 @RealSexyCyborg Let's look at the numbers: As of this tweet 74,573 infected in China, 1095 infected in THE REST OF THE WORLD PUT TOGETHER.  (And of those 75K infected, 62K are in Hubei, most of whom are in Wuhan or two neighbouring smaller cities.)",0,1,20 19 2020 02:19.PM
=@pepupopu,"@CNN @BBCBreaking  #japan #wuhanvirus  Mr. Iwata often told TV programs and newspaper interviews that he did not need to wear a mask as a way to prevent the Wuhan virus, was not afraid to go to the crowds, and said the Chinese government is doing well. So they are not trusted. https://t.co/vcccCoRHr9",0,0,20 19 2020 02:19.PM
=@dicky852hkg,"@SheridanAsia @fcchk Normally u should fill health declaration, report ur travel history of last 2 week. No shoes repair service for Wuhan, Hubei people.",0,0,20 19 2020 02:19.PM
=@OXIRA6,"stock of the XG germicidal air neutralisers are extremely low, but an additional 3000 units are being made right now #wuhan #coronavirus #virus #australianmade https://t.co/51pLS7QXzz",0,0,20 19 2020 02:19.PM
=@thekhanwaseem,"@PTIofficial @ImranKhanPTI @zfrmrza @Dr_FirdousPTI please bring all students in #Wuhan back in Pakistan & declare @TalatHussain12's house as quarantine zone for 3 weeks. Keep all students with Talat & family, then send them to their homes.
@TalatHussain12 do you agree?
@pid_gov https://t.co/LmABEsLvPH",0,1,20 19 2020 02:19.PM
=@kelienick,=@Moha001_Onyango Wakae Wuhan like other Chinese and everyone there.  am sure the government of China is doing everything it Can to control the situation. Nyinyi mmeshidwa na grasshopper halafu wakikam na hio virus??,0,1,20 19 2020 02:19.PM
=@trixienovel,"Be prepared, not Scared
#Wuhan #CoronaVirus #Communism #WuhanOutbreak2019 #CoVID19 #breaking_news #Media #Law #government #Democracy #Republicans #Libertarians #corporations #Trump #DrainTheDeepState #MAGA #Survival #censorship #Health #Medical ???>[*!*]<
https://t.co/TJdOBibn2J",0,1,20 19 2020 02:19.PM
=@DipayanMitra11,IAF aircraft in coronavirus-hit Wuhan to evacuate Indians; SC to hear Centre's plea for separate execution of convicts in Nirbhaya case; Ranji Trophy 2019-20 quarterfinals begin; RBI to publish minutes of Feb 6 review meet; 70th Berlin International Film Festival begins,0,0,20 18 2020 02:18.PM
=@socioecohistory,New post: China Deploys 40 Mobile Incinerators To Wuhan: Report https://t.co/GXe3rGyDjV Normal influenza kills a few hundred thousand people i,0,0,20 18 2020 02:18.PM
=@SVWomanEngineer,Gordon Chang: It is possible the coronavirus came from secret Wuhan bio lab https://t.co/WCeBo6IZ4b   Gordon and Senator Cotton is right on this issue.,0,0,20 18 2020 02:18.PM
=@UnchaTiranga,SCREAMS FILL THE AIR IN WUHAN #CORONAVIRUS #EXPOSED #TRUTH #REAL https://t.co/mycQyC9bOH via @YouTube,0,0,20 18 2020 02:18.PM
=@Satarupa_B,"More than 2,000 deaths and upwards of 74,000 infections  from #COVID2019 in China. This infection number now appears closer to The Lancet's earlier prediction of 75,000 in Wuhan itself. Meanwhile, two patients have died on board the cruise ship Diamond Princess - Japanese media.",0,0,20 17 2020 02:17.PM
=@dreamgirlspeaks,=@sampekai @LOLiyapa @SadhuMaharaj16 Such doctors required in Wuhan. not joking,0,0,20 17 2020 02:17.PM
=@YungTseTech,"=@stnvcs88 @RealSexyCyborg name a country, anywhere in the world, that would have done better.

                                                                                                                                                                                                                                                                (Hint: This is not possible.)

                                                                                                                                                                                                                                                                DID the Wuhan authorities fuck up?  are they criminally liable for thousands of deaths in a just world?  fuck YEAH!The overall reaction, however, of China was mostly right.",0,1,20 17 2020 02:17.PM
=@Ochelle_Snr,"I feel very low for our beloved brothers and sisters in Wuhan. Why allow Chinese to get into the country and at the same time restrict our own blood to be in this worrying city? I'm very sorry for them. 

#coronaviruskenya",0,1,20 17 2020 02:17.PM
=@UnchaTiranga,CHINA TRAFFICKING INFECTED TO AMERICA #CORONAVIRUS #WUHAN #EXPOSED #TRUT... https://t.co/ffc0jrkta8 via @YouTube,0,0,20 17 2020 02:17.PM
=@SEIguy,=@josephthavaraja I hope their lab is Better than the one in Wuhan.,0,0,20 17 2020 02:17.PM
=@kimhartartist,"“The plight of medical workers has been particularly sensitive. In Wuhan, more than 1,100 medical staff have been infected with the virus, making up 64% of hospital workers infected nationally.”

#covid19 #COVID2019 #coronavirus #SARSCoV  https://t.co/LHmyJdf6ES",0,0,20 17 2020 02:17.PM
=@willmacadam,@GeopoEssential Those are bats. I saw clouds of bats fly overhead every night at dusk in Sydney for years. I know what a bat in flight looks like! And BTW bats as food were not ever sold at Wuhan market either. Which accounts for so many in video. Funny how the truth fits together effortlessly!,0,0,20 17 2020 02:17.PM
=@UnchaTiranga,FORCED EXPERIMENTS IN CHINA #CORONAVIRUS #EXPOSED #WUHAN #TRUTH https://t.co/Gd7AoJj4PI via @YouTube,0,0,20 16 2020 02:16.PM
=@trixienovel,"Be prepared, not Scared
#Wuhan #CoronaVirus #Communism #WuhanOutbreak2019 #CoVID19 #breaking_news #Media #Law #government #Democracy #Republicans #Libertarians #corporations #Trump #DrainTheDeepState #MAGA #Survival #censorship #Health #Medical
https://t.co/kwLEFEOmYD",0,0,20 16 2020 02:16.PM
=@Mathengepat,"It's unfortunate that our country is unable to fight a simple nuisance as  locusts invading on our farms. Now imagine if we had a viral outbreak like in Wuhan, China. It's sickening to be a Kenyan",0,0,20 16 2020 02:16.PM
=@LIVEdammit,"""Where I once would fear the cost of truth, now I only ask: What is the cost of lies?"" - Valery Legasov, from #ChernobylHBO.
@realGonzaloLira
#Chernobyl #Communism #Socialism #USSR #China #Liwenliang #Wuhan #FreeSpeech #truth #lies https://t.co/hCZzL7Z9QV",0,0,20 16 2020 02:16.PM
=@trixienovel,"Be prepared, not Scared
#Wuhan #CoronaVirus #Communism #WuhanOutbreak2019 #CoVID19 #breaking_news #Media #Law #government #Democracy #Republicans #Libertarians #corporations #Trump #DrainTheDeepState #MAGA #Survival #censorship #Health #Medical
https://t.co/IBz72pUTiE",0,0,20 16 2020 02:16.PM
=@CcNieukirk,So 5000 bodies  a day? 5 tons waste  per day - burning a load in two seconds.  5000/24 hours/60 minutes/60 seconds = 0.058 (kg/second) =0.116 kg/sec.80kg per corpse.11.5 minutes per corpse)24hr / 11.5 (min/corpse) = 125 bodies per machine a day*40 https://t.co/JCzhAbwiOa,1,0,20 16 2020 02:16.PM
=@trixienovel,"Be prepared, not Scared
#Wuhan #CoronaVirus #Communism #WuhanOutbreak2019 #CoVID19 #breaking_news #Media #Law #government #Democracy #Republicans #Libertarians #corporations #Trump #DrainTheDeepState #MAGA #Survival #censorship #Health #Medical
https://t.co/Dy3bDVa9Rp",0,0,20 15 2020 02:15.PM
=@marilumerg,@jfbTRUTH @ParentMishmash @V2019N @DrNancyM_CDC I know it’s really a hard realization that there was a drill in Wuhan depicting this per reports 3 m ago and so did the US based on that segment of videos “Event201” something on youtube - because there is a Netflix show too trending rn,0,0,20 15 2020 02:15.PM
=@TanyaGKasim,"@Brit_in_China How ironic, eh? Edward Leung, born in Wuhan, argued for tighter borders and even full independence. Is it fair to say it's also hypocritical of him to call for this?",0,1,20 15 2020 02:15.PM
@89taobing,"@Odd_Libertarian @GreaselyWee @GioroiMamboo Chongqing is just my wondering. I am more interested in Wuhan's archived data of past.
Your reference to SO2 with active volcano helped me to understand why there are places outside of China also has high number of reading in SO2. Thanks!",0,0,20 15 2020 02:15.PM
=@LinoMannu,SMOKING GUN: China Bought Weaponized Wuhan Virus From US https://t.co/FL5Gpjofvh,0,0,20 15 2020 02:15.PM
=@GanataMulya,"China Deploys 40 Mobile Incinerators To Wuhan - Coronavirus Kills 2 In Iran; Shocking Video Shows Quarantine Violaters Being Herded Into ""Reeducation Camp"" - China To Change Coronavirus ""Infection"" Definition Again In Pursuit Of Fewer Cases - With the incubation period for COVID",0,0,20 15 2020 02:15.PM
=@SolomonKimanzi1,@Victor_isadia this can mutate Wuhan-400 to Wuhan- 700 that only makes you scratch your body and you are ok,0,0,20 14 2020 02:14.PM
=@cavalierindia93,"Indian Air Force C-17 aircraft to evacuate more Indians from coronavirus-hit Wuhan, carry medical supplies 
Read More : https://t.co/2eVvy92K2B https://t.co/gafWWytmQ3",0,0,20 13 2020 02:13.PM
=@solomonapenja,"@abikedabiri It is little things such as being seen to be there for citizens that engender patriotism and live for the country.

To the Nigerians in Wuhan, Nigeria abandoned them at the time of most need. Do you expect that tomorrow they'll have ANY reason to stand for Nigeria?

Govt failed!",0,0,20 13 2020 02:13.PM
=@commonpatriot,"via @DCClothesline: Report from South Korean News: New Speculation from CHINESE Scientists, Coronavirus Could Have Started at Wuhan Center for Disease Control, Just 280 Meters from Fish Market https://t.co/KdY8NC6iTU https://t.co/weCfRKoDBl",1,1,20 13 2020 02:13.PM
=@DC7_HEART_BOT,"Wuhan Handong is clearly stunning, which is why I want her to punch me.",0,0,20 12 2020 02:12.PM
=@InsuranceRathi,"Coronavirus Latest Updates: Death toll in China increased above 2000.
In Shimla, six Chinese nationals have been put under surveillance in the view of Cpronavirus outbreak. 
https://t.co/c4KejrYDa7

#Coronavirus #COVID19 #Health #staysafe #preventivetips #ThursdayThoughts https://t.co/skH5RqBWPV",0,0,20 12 2020 02:12.PM
=@iflickerman,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in #Wuhan, labeled for disposal of “animal corpses” https://t.co/AWlqZSQm4r @Macau_Business",2,4,20 12 2020 02:12.PM
=@h70va9pYduOleRB,"=@georgebest1969 if No immediate measures are taken, Japan will become the next Wuhan, but the question is coming. Can Japan close the city like Wuhan?",0,0,20 12 2020 02:12.PM
=@Moha001_Onyango,Good morning Kenyans? What's your opinion on the government's stand not to evacuate Kenyans from the epidemic - hit Wuhan Province in China ???,1,3,20 11 2020 02:11.PM
=@AirAsiaSupport,@manishk_1206 You may keep an eye on our newsroom here (https://t.co/BummMd0ooV) should we extend the recovery options for flight to other routes as well. Thank you. - illi,0,0,20 11 2020 02:11.PM
=@inhiswillalways,Very interesting ?  1981 Novel by Dean Koontz  Future proves past  #Wuhan  #coronavavirus https://t.co/dSC7J37fnz,0,0,20 11 2020 02:11.PM
=@TinoMiyakata,"@bbcnewsjapan While he criticizes Japanese administration, he praised Chinese administration for its dealing of Wuhan virus on Jan. 23, saying it was wonderful and ideal. As you know, the disease has expanded in spite of its ""ideal"" policy, killing thousands of people.",0,1,20 11 2020 02:11.PM
=@PopeDarth,Big Story: Epicenter - 24 hours in Wuhan https://t.co/smBzoJwD3D via @YouTube,0,0,20 11 2020 02:11.PM
=@sisfisseha,"@DrSenait Dr. Senite the WHO is being grilled for its negligence & trying to work in favour of pharma companies like trying if it can effectively make a new pandemic flu & caunter launching a vaccine project against it. ""Wuha kida wuha melis"" Wuhan Health Organization(WHO)",0,0,20 11 2020 02:11.PM
=@solomonapenja,"@abikedabiri Quick question, aunty Abike. No vex o.

If a child of any one of you in government were part of those in Wuhan --say the President's daughter, the FA Minister's or even yours-- will those Nigerians be abandoned in Wuhan?

No vex o.",0,0,20 11 2020 02:11.PM
=@PartPhil,=@DuckingTheChamp *ive never been to Wuhan and haven’t coughed in days.,0,1,20 10 2020 02:10.PM
=@dgramlin1977,"@APLMom SARS is another coronavirus that originated in China (I think) and Wuhan is an important city in China. 
""Famous for its 3,500 years of cultural history, the city is the cradle of urban civilisation...""

It's an easy pick for this kind of story.

https://t.co/qRMtxToQYT",0,0,20 10 2020 02:10.PM
=@TinoMiyakata,"=@bbcnewsjapan he is a left-wing activist trying to overturn the administration. he used to live in China and have been in favor of CCP. at first, he openly insisted Wuhan virus was not dangerous in defense of China and misled Japanese people. I advise you not to take his words Seriously",0,0,20 10 2020 02:10.PM
=@numchuksoup,@RaidersLakers I'd prefer chinese street food in wuhan to this https://t.co/Kp8VwHS7Ou,0,0,20 10 2020 02:10.PM
=@FactZeroFiction,"@amanda_talyat @Top_Korner @WarsontheBrink Ordinary seasonal influenza causes 650,000 deaths per year worldwide. 5 million infected. https://t.co/oly5iG5Ybo",0,0,20 10 2020 02:10.PM
=@media_southeast,Hong Kong Police College expressed support for #Wuhan in Mandarin Chinese. #Covid19 https://t.co/7vwqEUOu8D,0,1,20 10 2020 02:10.PM
=@TomthunkitsMind,"This Wuhan doctor was targeted by police for trying to blow the whistle on the deadly coronavirus in the early weeks of the outbreak.

Then, after unwittingly treating a patient who had the virus, he caught it too. https://t.co/smjgHFFHRf
#FBR",1,1,20 10 2020 02:10.PM
=@poandpo,"China reports 1,749 new confirmed cases of Wuhan coronavirus infection, 136 new deaths https://t.co/gMnlPSzndC #Health https://t.co/eQQT8822Zi #428",0,0,20 10 2020 02:10.PM
=@Sun_Zhenlong,"Military Police ?? smashing displays at a shopkeepers store. Their unit patch belongs to the Guangzhou Military district. Wuhan, Guangzhou, Shenzhen, and many other large cities are part of this district. 
#2019nC0V #coronavirus #China #SARSCoV2 https://t.co/lijwshMnpY",2,3,20 10 2020 02:10.PM
=@theharpoonman,"Coronavirus kills Chinese film director and family members in Wuhan, reports say https://t.co/8CpqrcBOgW via @CBSNews",0,0,20 09 2020 02:09.PM
=@JuliahzyHu,=@dtiffroberts many of my Chinese friends are also questioning why who doesn’t dare to Go to Wuhan.,0,0,20 09 2020 02:09.PM
